rank_adj,rank_raw,rank_delta,sec_code,name,tse33,listed,avg_age,avg_tenure,avg_salary,salary35,factor,employees_nonconsolidated,employees_consolidated,emp_ratio,badge,salary35_fit,industry,source,period_end,doc_id
860,681,-179,3156,株式会社レスター,卸売業,上場,44.98,13.15,7481686.0,6377806,0.8525,1234.0,4637.0,0.2661,,6522541,卸売業・小売業,tag,2026-03-31,S100YJ4V
861,830,-31,7261,マツダ株式会社,輸送用機器,上場,42.5,17.7,7112000.0,6375201,0.8964,22857.0,47144.0,0.4848,,6147773,製造業,tag,2026-03-31,S100YDZ1
862,783,-79,6788,株式会社日本トリム,電気機器,上場,44.16,13.98,7233000.0,6374466,0.8813,349.0,777.0,0.4492,,6268740,製造業,tag,2026-03-31,S100YF0Y
863,992,129,6517,デンヨー株式会社,電気機器,上場,38.4,12.6,6798740.0,6373109,0.9374,619.0,1362.0,0.4545,,6237895,製造業,tag,2026-03-31,S100YHXJ
864,949,85,,東京湾横断道路株式会社,倉庫・運輸関連,非上場,41.8,10.2,6876000.0,6371597,0.9266,118.0,,,,5966270,運輸業,textblock,2026-03-31,S100YLH5
865,735,-130,6335,株式会社東京機械製作所,機械,上場,45.9,23.3,7355954.0,6370364,0.866,230.0,303.0,0.7591,,6465163,製造業,tag,2026-03-31,S100YI7P
866,1252,386,7134,株式会社アップガレージグループ,サービス業,上場,33.0,6.0,6235000.0,6369647,1.0216,236.0,238.0,0.9916,,6595614,サービス業,tag,2026-03-31,S100YFV1
867,667,-200,7350,株式会社おきなわフィナンシャルグループ,銀行業,上場,44.9,18.8,7510000.0,6368666,0.848,132.0,1513.0,0.0872,本社のみ,6542923,金融業・保険業,tag,2026-03-31,S100YFFH
868,537,-331,,青森放送株式会社,情報・通信業,非上場,44.6,18.1,7842049.0,6367538,0.812,119.0,,,,6816337,情報通信業,textblock,2026-03-31,S100YLYO
869,860,-9,1867,株式会社植木組,建設業,上場,44.4,18.6,7040681.0,6366991,0.9043,587.0,1005.0,0.5841,,6111200,建設業,tag,2026-03-31,S100YIPR
870,616,-254,2531,宝ホールディングス株式会社,食料品,上場,49.8,24.2,7640000.0,6365003,0.8331,193.0,5720.0,0.0337,本社のみ,6831805,製造業,tag,2026-03-31,S100YINV
871,806,-65,7235,東京ラヂエーター製造株式会社,輸送用機器,上場,43.4,17.5,7164315.0,6362998,0.8882,492.0,816.0,0.6029,,6190249,製造業,tag,2026-03-31,S100YG1L
872,791,-81,8572,アコム株式会社,その他金融業,上場,40.7,14.7,7215000.0,6362953,0.8819,2125.0,5626.0,0.3777,,6335830,金融業・保険業,tag,2026-03-31,S100YBXA
873,755,-118,4406,新日本理化株式会社,化学,上場,45.3,16.4,7301000.0,6360823,0.8712,283.0,394.0,0.7183,,6382503,製造業,tag,2026-03-31,S100YGXD
874,781,-93,4968,荒川化学工業株式会社,化学,上場,44.4,18.9,7235000.0,6360740,0.8792,806.0,1684.0,0.4786,,6279866,製造業,tag,2026-03-31,S100YF3H
875,976,101,7241,フタバ産業株式会社,輸送用機器,上場,38.9,16.0,6821000.0,6358353,0.9322,4036.0,10104.0,0.3994,,6188982,製造業,tag,2026-03-31,S100YCHA
876,890,14,4409,東邦化学工業株式会社,化学,上場,41.2,17.2,6989995.0,6353074,0.9089,653.0,856.0,0.7629,,6099561,製造業,tag,2026-03-31,S100YGU8
877,952,75,6480,日本トムソン株式会社,機械,上場,39.6,15.8,6865606.0,6350403,0.925,1030.0,2547.0,0.4044,,6140983,製造業,tag,2026-03-31,S100YD87
878,895,17,8387,株式会社四国銀行,銀行業,上場,39.11,15.8,6983000.0,6345484,0.9087,1239.0,1319.0,0.9393,,6307740,金融業・保険業,tag,2026-03-31,S100YD3N
879,721,-158,8524,株式会社北洋銀行,銀行業,上場,42.8,19.1,7400000.0,6345377,0.8575,2391.0,2828.0,0.8455,,6392347,金融業・保険業,tag,2026-03-31,S100YBAP
880,809,-71,4218,ニチバン株式会社,化学,上場,43.6,19.5,7159000.0,6345302,0.8863,778.0,1271.0,0.6121,,6188927,製造業,tag,2026-03-31,S100YGTG
881,773,-108,8141,新光商事株式会社,卸売業,上場,43.3,15.75,7252000.0,6339637,0.8742,288.0,667.0,0.4318,,6264864,卸売業・小売業,tag,2026-03-31,S100YME7
882,914,32,6626,ＳＥＭＩＴＥＣ株式会社,電気機器,上場,40.7,12.3,6937000.0,6339342,0.9138,234.0,3522.0,0.0664,本社のみ,6091705,製造業,tag,2026-03-31,S100YJ3G
883,784,-99,5805,ＳＷＣＣ株式会社,非鉄金属,上場,44.7,16.9,7231000.0,6337979,0.8765,1467.0,4813.0,0.3048,,6289919,製造業,tag,2026-03-31,S100YE42
884,928,44,6648,株式会社かわでん,電気機器,上場,40.5,16.6,6913007.0,6331248,0.9158,860.0,,,,6088333,製造業,tag,2026-03-31,S100YKAV
885,808,-77,5726,株式会社大阪チタニウムテクノロジーズ,非鉄金属,上場,43.9,16.0,7163437.0,6329857,0.8836,742.0,,,,6200041,製造業,tag,2026-03-31,S100YHFZ
886,934,48,9906,藤井産業株式会社,卸売業,上場,40.2,13.9,6900000.0,6328582,0.9172,754.0,932.0,0.809,,6105801,卸売業・小売業,tag,2026-03-31,S100YJUL
887,947,60,8043,スターゼン株式会社,卸売業,上場,40.0,12.2,6876895.0,6327414,0.9201,1298.0,2807.0,0.4624,,6106112,卸売業・小売業,tag,2026-03-31,S100YIM9
888,918,30,9928,株式会社ミロク情報サービス,情報・通信業,上場,38.3,11.3,6924864.0,6327276,0.9137,1854.0,2342.0,0.7916,,6368270,情報通信業,tag,2026-03-31,S100YKDZ
889,858,-31,6393,油研工業株式会社,機械,上場,42.3,18.6,7043000.0,6326406,0.8983,368.0,1401.0,0.2627,,6092796,製造業,tag,2026-03-31,S100YJ87
890,1062,172,4414,株式会社フレクト,情報・通信業,上場,36.5,3.2,6654000.0,6326365,0.9508,445.0,,,,6396846,情報通信業,tag,2026-03-31,S100YG80
891,726,-165,8388,株式会社阿波銀行,銀行業,上場,43.0,19.1,7385000.0,6325795,0.8566,1317.0,1410.0,0.934,,6378416,金融業・保険業,tag,2026-03-31,S100YAMP
892,900,8,2805,ヱスビー食品株式会社,食料品,上場,41.4,13.8,6972819.0,6323723,0.9069,1538.0,2082.0,0.7387,,6071654,製造業,tag,2026-03-31,S100YGTZ
893,692,-201,,株式会社サンコーシヤ,電気機器,非上場,48.1,19.1,7457429.0,6318156,0.8472,196.0,623.0,0.3146,,6648534,製造業,textblock,2026-03-31,S100YNIO
894,869,-25,6391,株式会社加地テック,機械,上場,42.18,15.34,7023000.0,6316279,0.8994,207.0,,,,6079019,製造業,tag,2026-03-31,S100YJ76
895,835,-60,6360,株式会社　東京自働機械製作所,機械,上場,43.3,19.2,7104411.0,6316252,0.8891,278.0,,,,6137365,製造業,tag,2026-03-31,S100YHZL
896,901,5,4112,保土谷化学工業株式会社,化学,上場,41.5,16.8,6972000.0,6316133,0.9059,477.0,946.0,0.5042,,6065036,製造業,tag,2026-03-31,S100YGIX
897,894,-3,2875,東洋水産株式会社,食料品,上場,41.7,16.8,6986000.0,6315139,0.904,2192.0,4717.0,0.4647,,6066505,製造業,tag,2026-03-31,S100YDW0
898,985,87,3079,ディーブイエックス株式会社,卸売業,上場,39.5,8.1,6809000.0,6315064,0.9275,361.0,378.0,0.955,,6102156,卸売業・小売業,tag,2026-03-31,S100YL91
899,817,-82,3569,セーレン株式会社,繊維製品,上場,43.86,19.71,7140994.0,6312595,0.884,1320.0,6506.0,0.2029,,6179493,製造業,tag,2026-03-31,S100YH1G
900,709,-191,8046,丸藤シートパイル株式会社,卸売業,上場,45.1,18.1,7418000.0,6312306,0.8509,393.0,506.0,0.7767,,6473552,卸売業・小売業,tag,2026-03-31,S100YF98
901,961,60,3101,東洋紡株式会社,化学,上場,40.1,14.2,6853737.0,6304573,0.9199,2885.0,9398.0,0.307,,6075057,製造業,tag,2026-03-31,S100YGRC
902,1440,538,330A,株式会社ＴａｌｅｎｔＸ,情報・通信業,上場,32.6,2.0,5781000.0,6303305,1.0903,137.0,140.0,0.9786,,6191650,情報通信業,tag,2026-03-31,S100YGDN
903,759,-144,5938,株式会社ＬＩＸＩＬ,金属製品,上場,46.2,20.3,7296288.0,6299849,0.8634,15128.0,48073.0,0.3147,,6429656,製造業,tag,2026-03-31,S100YD5L
904,743,-161,5989,株式会社エイチワン,金属製品,上場,46.6,22.9,7325206.0,6299770,0.86,1023.0,4584.0,0.2232,,6476494,製造業,tag,2026-03-31,S100YFUA
905,875,-30,7220,武蔵精密工業株式会社,輸送用機器,上場,42.3,17.2,7012793.0,6299273,0.8983,1111.0,12227.0,0.0909,本社のみ,6066665,製造業,tag,2026-03-31,S100YGX6
906,855,-51,7483,株式会社ドウシシャ,卸売業,上場,42.0,12.0,7061334.0,6297205,0.8918,826.0,1237.0,0.6677,,6118557,卸売業・小売業,tag,2026-03-31,S100YGD2
907,987,80,7456,松田産業株式会社,卸売業,上場,39.7,12.1,6808000.0,6293995,0.9245,1238.0,1761.0,0.703,,6077917,卸売業・小売業,tag,2026-03-31,S100YGWM
908,834,-74,8345,株式会社岩手銀行,銀行業,上場,40.5,18.1,7108000.0,6291929,0.8852,1264.0,1365.0,0.926,,6260065,金融業・保険業,tag,2026-03-31,S100YD6A
909,733,-176,8214,株式会社ＡＯＫＩホールディングス,小売業,上場,44.8,7.8,7359000.0,6289978,0.8547,127.0,3226.0,0.0394,本社のみ,6406232,卸売業・小売業,tag,2026-03-31,S100YFPQ
910,844,-66,8336,株式会社武蔵野銀行,銀行業,上場,40.3,16.0,7079000.0,6289678,0.8885,1908.0,2043.0,0.9339,,6253983,金融業・保険業,tag,2026-03-31,S100YDFO
911,794,-117,8386,株式会社百十四銀行,銀行業,上場,41.3,17.7,7211000.0,6289433,0.8722,1872.0,2107.0,0.8885,,6285543,金融業・保険業,tag,2026-03-31,S100YA4U
912,480,-432,,山口放送株式会社,情報・通信業,非上場,46.5,20.7,8043172.0,6288873,0.7819,120.0,,,,7105620,情報通信業,textblock,2026-03-31,S100YIZC
913,885,-28,5391,株式会社エーアンドエーマテリアル,ガラス・土石製品,上場,42.3,17.0,6998038.0,6286019,0.8983,217.0,1001.0,0.2168,,6053900,製造業,tag,2026-03-31,S100YK9E
914,882,-32,5660,神鋼鋼線工業株式会社,鉄鋼,上場,42.4,17.3,7000000.0,6281286,0.8973,757.0,927.0,0.8166,,6053088,製造業,tag,2026-03-31,S100YJTL
915,828,-87,6707,サンケン電気株式会社,電気機器,上場,44.0,17.5,7114000.0,6279785,0.8827,842.0,2683.0,0.3138,,6160247,製造業,tag,2026-03-31,S100YI8X
916,933,17,7014,株式会社名村造船所,輸送用機器,上場,41.1,17.2,6901000.0,6279009,0.9099,1158.0,2436.0,0.4754,,6028838,製造業,tag,2026-03-31,S100YEFT
917,1091,174,1930,北陸電気工事株式会社,建設業,上場,40.0,17.0,6598000.0,6278377,0.9516,1153.0,1354.0,0.8516,,5858476,建設業,tag,2026-03-31,S100YI00
918,1013,95,6643,株式会社戸上電機製作所,電気機器,上場,39.0,15.2,6737009.0,6273070,0.9311,461.0,1105.0,0.4172,,6099684,製造業,tag,2026-03-31,S100YJNT
919,1059,140,9158,株式会社シーユーシー,サービス業,上場,39.7,3.5,6661000.0,6271161,0.9415,416.0,5740.0,0.0725,本社のみ,5946681,サービス業,tag,2026-03-31,S100YKO7
920,1017,97,7057,株式会社エヌ・シー・エヌ,サービス業,上場,40.5,8.8,6733972.0,6268129,0.9308,100.0,144.0,0.6944,,5930656,サービス業,tag,2026-03-31,S100YCPU
921,1268,347,4177,株式会社ｉ－ｐｌｕｇ,情報・通信業,上場,34.7,3.7,6202896.0,6267817,1.0105,324.0,357.0,0.9076,,6253206,情報通信業,tag,2026-03-31,S100YHOY
922,712,-210,,損害保険ジャパン株式会社,保険業,非上場,45.6,16.7,7416687.0,6266493,0.8449,20116.0,35424.0,0.5679,,6501002,金融業・保険業,textblock,2026-03-31,S100YC6H
923,1055,132,7949,小松ウオール工業株式会社,その他製品,上場,38.1,14.1,6662000.0,6265992,0.9406,1446.0,,,,6155237,製造業,tag,2026-03-31,S100YAOG
924,932,8,7565,萬世電機株式会社,卸売業,上場,40.9,16.1,6902000.0,6261069,0.9071,181.0,188.0,0.9628,,6044647,卸売業・小売業,tag,2026-03-31,S100YLNO
925,734,-191,9956,株式会社バローホールディングス,小売業,上場,45.1,13.1,7357000.0,6260398,0.8509,192.0,11227.0,0.0171,本社のみ,6420319,卸売業・小売業,tag,2026-03-31,S100YHUD
926,1008,82,5607,中央可鍛工業株式会社,鉄鋼,上場,39.44,14.67,6754000.0,6258243,0.9266,537.0,970.0,0.5536,,6060013,製造業,tag,2026-03-31,S100YJLT
927,1023,96,4674,株式会社クレスコ,情報・通信業,上場,37.2,11.9,6713000.0,6256532,0.932,1498.0,3188.0,0.4699,,6339842,情報通信業,tag,2026-03-31,S100YDHC
928,956,28,4619,日本特殊塗料株式会社,化学,上場,40.9,14.9,6857870.0,6253368,0.9119,626.0,1079.0,0.5802,,6005998,製造業,tag,2026-03-31,S100YDP5
929,802,-127,6272,レオン自動機株式会社,機械,上場,45.2,21.4,7170225.0,6253160,0.8721,661.0,1063.0,0.6218,,6262706,製造業,tag,2026-03-31,S100YFES
930,879,-51,1981,株式会社協和日成,建設業,上場,45.2,17.0,7001465.0,6253102,0.8931,797.0,,,,6115306,建設業,tag,2026-03-31,S100YDX8
931,803,-128,5994,株式会社ファインシンター,金属製品,上場,45.2,19.3,7170000.0,6252964,0.8721,725.0,1958.0,0.3703,,6262510,製造業,tag,2026-03-31,S100YG56
932,926,-6,6770,アルプスアルパイン株式会社,電気機器,上場,41.7,16.7,6914318.0,6250341,0.904,6305.0,25924.0,0.2432,,6004258,製造業,tag,2026-03-31,S100YB8V
933,831,-102,6616,トレックス・セミコンダクター株式会社,電気機器,上場,44.5,13.6,7112000.0,6246281,0.8783,181.0,1014.0,0.1785,,6177337,製造業,tag,2026-03-31,S100YFAJ
934,854,-80,6104,芝浦機械株式会社,機械,上場,43.8,19.6,7061483.0,6246121,0.8845,1536.0,3175.0,0.4838,,6109109,製造業,tag,2026-03-31,S100YLEZ
935,876,-59,6779,日本電波工業株式会社,電気機器,上場,43.1,16.5,7011000.0,6245990,0.8909,672.0,2313.0,0.2905,,6055469,製造業,tag,2026-03-31,S100YFNH
936,972,36,8037,カメイ株式会社,卸売業,上場,40.4,13.8,6828000.0,6242789,0.9143,1589.0,5015.0,0.3168,,6022693,卸売業・小売業,tag,2026-03-31,S100YKU0
937,848,-89,6101,株式会社ツガミ,機械,上場,44.0,19.0,7072000.0,6242710,0.8827,482.0,3515.0,0.1371,,6123878,製造業,tag,2026-03-31,S100YBZA
938,939,1,6405,鈴茂器工株式会社,機械,上場,41.56,10.95,6892794.0,6240323,0.9053,491.0,526.0,0.9335,,5992807,製造業,tag,2026-03-31,S100YN3J
939,852,-87,3423,株式会社エスイー,金属製品,上場,44.1,14.1,7065483.0,6230625,0.8818,198.0,559.0,0.3542,,6121482,製造業,tag,2026-03-31,S100YG2M
940,904,-36,1967,株式会社ヤマト,建設業,上場,45.05,15.54,6959657.0,6230232,0.8952,805.0,1161.0,0.6934,,6070991,建設業,tag,2026-03-20,S100YBIH
941,898,-43,6237,株式会社イワキ,機械,上場,42.9,18.5,6977371.0,6228807,0.8927,790.0,1146.0,0.6894,,6026627,製造業,tag,2026-03-31,S100YHPM
942,962,20,3437,特殊電極株式会社,金属製品,上場,41.2,14.7,6850000.0,6225835,0.9089,257.0,268.0,0.959,,5977400,製造業,tag,2026-03-31,S100YD8G
943,967,24,6294,オカダアイヨン株式会社,機械,上場,41.0,12.0,6833000.0,6223907,0.9109,273.0,497.0,0.5493,,5976651,製造業,tag,2026-03-31,S100YBL0
944,979,35,8086,ニプロ株式会社,精密機器,上場,40.8,13.3,6814000.0,6220145,0.9128,4714.0,38593.0,0.1221,,5975466,製造業,tag,2026-03-31,S100YJLK
945,965,20,7273,株式会社イクヨ,輸送用機器,上場,41.2,16.8,6839000.0,6215837,0.9089,160.0,337.0,0.4748,,5967801,製造業,tag,2026-03-31,S100YLTN
946,988,42,6961,株式会社エンプラス,電気機器,上場,40.8,14.6,6804000.0,6211017,0.9128,332.0,1371.0,0.2422,,5966697,製造業,tag,2026-03-31,S100YLHU
947,922,-25,4620,藤倉化成株式会社,化学,上場,42.4,17.5,6920841.0,6210254,0.8973,427.0,1198.0,0.3564,,5984637,製造業,tag,2026-03-31,S100YJ15
948,880,-68,9629,ピー・シー・エー株式会社,情報・通信業,上場,40.0,14.0,7000000.0,6207575,0.8868,538.0,755.0,0.7126,,6215419,情報通信業,tag,2026-03-31,S100YGVP
949,930,-19,,ＹＫＫ株式会社,その他製品,非上場,42.3,17.9,6910632.0,6207506,0.8983,4491.0,56899.0,0.0789,本社のみ,5978287,製造業,textblock,2026-03-31,S100YLFU
950,772,-178,6822,大井電気株式会社,電気機器,上場,47.1,20.8,7252701.0,6206556,0.8558,407.0,944.0,0.4311,,6435406,製造業,tag,2026-03-31,S100YI6A
951,893,-58,7292,株式会社村上開明堂,輸送用機器,上場,43.4,19.0,6987410.0,6205879,0.8882,934.0,3682.0,0.2537,,6037397,製造業,tag,2026-03-31,S100YHRX
952,959,7,7018,内海造船株式会社,輸送用機器,上場,41.6,15.6,6856000.0,6204327,0.9049,548.0,600.0,0.9133,,5958686,製造業,tag,2026-03-31,S100YJMY
953,892,-61,6371,株式会社椿本チエイン,機械,上場,43.5,16.5,6988832.0,6200802,0.8872,3126.0,12228.0,0.2556,,6040061,製造業,tag,2026-03-31,S100YKVK
954,788,-166,7943,ニチハ株式会社,ガラス・土石製品,上場,46.8,17.6,7222000.0,6198737,0.8583,1324.0,2902.0,0.4562,,6394942,製造業,tag,2026-03-31,S100YH8A
955,821,-134,6787,株式会社メイコー,電気機器,上場,45.58,15.37,7131677.0,6195904,0.8688,565.0,14332.0,0.0394,本社のみ,6250056,製造業,tag,2026-03-31,S100YIE8
956,1081,125,6157,日進工具株式会社,機械,上場,38.5,13.7,6616698.0,6195521,0.9363,238.0,364.0,0.6538,,6057042,製造業,tag,2026-03-31,S100YG7J
957,1001,44,5357,株式会社　ヨータイ,ガラス・土石製品,上場,40.74,14.09,6781533.0,6194563,0.9134,518.0,537.0,0.9646,,5951867,製造業,tag,2026-03-31,S100YHT7
958,813,-145,7238,曙ブレーキ工業株式会社,輸送用機器,上場,46.0,20.8,7147943.0,6184058,0.8652,745.0,5096.0,0.1462,,6287930,製造業,tag,2026-03-31,S100YHCS
959,931,-28,6292,株式会社カワタ,機械,上場,42.66,12.08,6910000.0,6183917,0.8949,242.0,734.0,0.3297,,5970567,製造業,tag,2026-03-31,S100YJHG
960,915,-45,7721,東京計器株式会社,精密機器,上場,43.0,15.2,6934000.0,6183734,0.8918,1420.0,1768.0,0.8032,,5988888,製造業,tag,2026-03-31,S100YMS0
961,1291,330,6039,株式会社日本動物高度医療センター,サービス業,上場,34.7,5.0,6161000.0,6180598,1.0032,251.0,328.0,0.7652,,6210971,サービス業,tag,2026-03-31,S100YGKM
962,862,-100,3878,株式会社巴川コーポレーション,パルプ・紙,上場,44.5,16.3,7037000.0,6180410,0.8783,418.0,1346.0,0.3105,,6112193,製造業,tag,2026-03-31,S100YDU9
963,983,20,8361,株式会社　大垣共立銀行,銀行業,上場,39.2,16.6,6811000.0,6178560,0.9071,2324.0,2959.0,0.7854,,6140875,金融業・保険業,tag,2026-03-31,S100YELN
964,761,-203,8071,東海エレクトロニクス株式会社,卸売業,上場,45.4,15.5,7293000.0,6178554,0.8472,197.0,350.0,0.5629,,6381152,卸売業・小売業,tag,2026-03-31,S100YIEJ
965,1002,37,6458,新晃工業株式会社,機械,上場,41.0,15.0,6781000.0,6176542,0.9109,770.0,1701.0,0.4527,,5931168,製造業,tag,2026-03-31,S100Y1I3
966,944,-22,8153,株式会社モスフードサービス,卸売業,上場,41.6,14.3,6881086.0,6174458,0.8973,505.0,1323.0,0.3817,,5980489,卸売業・小売業,tag,2026-03-31,S100YE7I
967,1076,109,9347,日本管財ホールディングス株式会社,サービス業,上場,40.5,9.9,6632685.0,6173849,0.9308,124.0,8660.0,0.0143,本社のみ,5841452,サービス業,tag,2026-03-31,S100YHX4
968,1034,66,2819,エバラ食品工業株式会社,食料品,上場,40.0,16.0,6703302.0,6172979,0.9209,517.0,861.0,0.6005,,5951975,製造業,tag,2026-03-31,S100YJNX
969,1012,43,8360,株式会社　山梨中央銀行,銀行業,上場,38.7,15.0,6739000.0,6172123,0.9159,1604.0,1649.0,0.9727,,6141394,金融業・保険業,tag,2026-03-31,S100YAZE
970,923,-47,3863,日本製紙株式会社,パルプ・紙,上場,43.0,21.0,6920699.0,6171872,0.8918,5028.0,15042.0,0.3343,,5977400,製造業,tag,2026-03-31,S100YJ5X
971,829,-142,7488,株式会社ヤガミ,卸売業,上場,43.8,17.1,7112930.0,6171231,0.8676,139.0,229.0,0.607,,6153617,卸売業・小売業,tag,2026-04-20,S100YP3N
972,981,9,9896,ＪＫホールディングス株式会社,卸売業,上場,41.0,14.0,6812349.0,6170087,0.9057,169.0,3438.0,0.0492,本社のみ,5958588,卸売業・小売業,tag,2026-03-31,S100YJ4A
973,953,-20,4275,株式会社カーリット,化学,上場,42.3,16.0,6864529.0,6166094,0.8983,543.0,1075.0,0.5051,,5938404,製造業,tag,2026-03-31,S100YIGR
974,958,-16,2229,カルビー株式会社,食料品,上場,42.2,12.6,6856000.0,6164808,0.8992,3711.0,6974.0,0.5321,,5933855,製造業,tag,2026-03-31,S100YEHI
975,760,-215,7182,株式会社ゆうちょ銀行,銀行業,上場,45.8,21.0,7295000.0,6157233,0.844,10659.0,10771.0,0.9896,,6405852,金融業・保険業,tag,2026-03-31,S100Y9G1
976,851,-125,6798,ＳＭＫ株式会社,電気機器,上場,45.3,19.1,7065919.0,6156014,0.8712,530.0,3626.0,0.1462,,6176996,製造業,tag,2026-03-31,S100YFRH
977,954,-23,7184,株式会社　富山第一銀行,銀行業,上場,39.8,16.6,6863000.0,6155272,0.8969,607.0,623.0,0.9743,,6115656,金融業・保険業,tag,2026-03-31,S100YCB2
978,999,21,7236,株式会社ティラド,輸送用機器,上場,41.4,18.0,6785945.0,6154245,0.9069,1525.0,4087.0,0.3731,,5908931,製造業,tag,2026-03-31,S100Y8UO
979,1224,245,3796,株式会社いい生活,情報・通信業,上場,35.6,7.8,6281000.0,6153527,0.9797,194.0,216.0,0.8981,,6181606,情報通信業,tag,2026-03-31,S100YF6G
980,697,-283,9987,株式会社スズケン,卸売業,上場,47.3,22.1,7448830.0,6153512,0.8261,2991.0,12717.0,0.2352,,6617501,卸売業・小売業,tag,2026-03-31,S100YFRU
981,1089,108,1420,サンヨーホームズ株式会社,建設業,上場,42.5,13.7,6600371.0,6152061,0.9321,339.0,789.0,0.4297,,5705510,建設業,tag,2026-03-31,S100YGLY
982,1101,119,6145,ＮＩＴＴＯＫＵ株式会社,機械,上場,38.6,11.9,6576375.0,6150881,0.9353,536.0,1235.0,0.434,,6006567,製造業,tag,2026-03-31,S100YKQX
983,968,-15,4216,旭有機材株式会社,化学,上場,42.1,16.1,6833000.0,6150494,0.9001,899.0,1748.0,0.5143,,5917142,製造業,tag,2026-03-31,S100YDDN
984,1107,123,9932,杉本商事株式会社,卸売業,上場,38.9,13.5,6567093.0,6149742,0.9364,491.0,592.0,0.8294,,5958602,卸売業・小売業,tag,2026-03-31,S100YBJ3
985,878,-107,2359,株式会社コア,情報・通信業,上場,40.6,15.6,7006000.0,6148985,0.8777,1013.0,1444.0,0.7015,,6161097,情報通信業,tag,2026-03-31,S100YE3S
986,990,4,4719,株式会社アルファシステムズ,情報・通信業,上場,38.9,15.7,6799927.0,6147289,0.904,2987.0,,,,6169862,情報通信業,tag,2026-03-31,S100YK7V
987,1051,64,9044,株式会社ＮＡＮＫＡＩ,陸運業,上場,45.2,22.6,6665128.0,6146179,0.9221,3000.0,9408.0,0.3189,,5821538,運輸業,tag,2026-03-31,S100YBA0
988,1114,126,9902,株式会社日伝,卸売業,上場,38.7,13.5,6542000.0,6146102,0.9395,928.0,1050.0,0.8838,,5961864,卸売業・小売業,tag,2026-03-31,S100YCBD
989,1039,50,6470,大豊工業株式会社,機械,上場,40.4,16.7,6697966.0,6141026,0.9168,1885.0,4089.0,0.461,,5907996,製造業,tag,2026-03-31,S100YF06
990,1097,107,8850,スターツコーポレーション株式会社,不動産業,上場,37.47,14.64,6581708.0,6140504,0.933,155.0,4715.0,0.0329,本社のみ,6174290,不動産業,tag,2026-03-31,S100YKTS
991,908,-83,7727,株式会社オーバル,精密機器,上場,43.9,16.6,6949000.0,6140374,0.8836,399.0,678.0,0.5885,,6014443,製造業,tag,2026-03-31,S100YDYH
992,871,-121,6140,旭ダイヤモンド工業株式会社,機械,上場,44.9,20.97,7019000.0,6139770,0.8747,1016.0,2040.0,0.498,,6115150,製造業,tag,2026-03-31,S100YJMM
993,1053,60,6820,アイコム株式会社,電気機器,上場,40.0,15.0,6665000.0,6137707,0.9209,639.0,1063.0,0.6011,,5917966,製造業,tag,2026-03-31,S100YGGJ
994,818,-176,8596,株式会社九州リースサービス,その他金融業,上場,42.4,14.0,7140964.0,6136295,0.8593,126.0,189.0,0.6667,,6174984,金融業・保険業,tag,2026-03-31,S100YHO7
995,1075,80,,東京臨海高速鉄道株式会社,陸運業,非上場,42.4,8.2,6635000.0,6135002,0.9246,308.0,,,,5737463,運輸業,textblock,2026-03-31,S100YKF7
996,1058,62,9380,東海運株式会社,倉庫・運輸関連,上場,47.2,13.7,6661376.0,6133582,0.9208,572.0,753.0,0.7596,,5914420,運輸業,tag,2026-03-31,S100YHD3
997,920,-77,6357,三精テクノロジーズ株式会社,機械,上場,43.7,16.1,6922000.0,6128985,0.8854,332.0,1405.0,0.2363,,5986090,製造業,tag,2026-03-31,S100YE8X
998,1248,250,7343,ブロードマインド株式会社,その他金融業,上場,35.7,6.9,6241116.0,6120949,0.9807,301.0,312.0,0.9647,,6126192,金融業・保険業,tag,2026-03-31,S100YKOR
999,966,-33,6516,山洋電気株式会社,電気機器,上場,42.6,16.4,6834000.0,6119686,0.8955,1169.0,3599.0,0.3248,,5905752,製造業,tag,2026-03-31,S100YCEQ
1000,975,-25,5356,美濃窯業株式会社,ガラス・土石製品,上場,42.5,16.7,6824000.0,6117037,0.8964,279.0,346.0,0.8064,,5898820,製造業,tag,2026-03-31,S100YG4G
1001,1045,44,6351,株式会社鶴見製作所,機械,上場,40.5,14.2,6679000.0,6116934,0.9158,925.0,1635.0,0.5657,,5882242,製造業,tag,2026-03-31,S100YKE5
1002,1025,23,6339,新東工業株式会社,機械,上場,41.0,16.6,6712000.0,6113693,0.9109,1662.0,4760.0,0.3492,,5870815,製造業,tag,2026-03-31,S100YE4V
1003,1047,44,4027,テイカ株式会社,化学,上場,40.5,17.0,6674000.0,6112355,0.9158,577.0,862.0,0.6694,,5877838,製造業,tag,2026-03-31,S100YHFP
1004,853,-151,9742,株式会社アイネス,情報・通信業,上場,41.45,17.29,7063658.0,6110541,0.8651,870.0,1204.0,0.7226,,6147714,情報通信業,tag,2026-03-31,S100YF4O
1005,807,-198,5013,株式会社ユシロ,石油・石炭製品,上場,47.5,17.9,7164000.0,6106064,0.8523,362.0,862.0,0.42,,6371370,製造業,tag,2026-03-31,S100YEVT
1006,1085,79,9048,名古屋鉄道株式会社,陸運業,上場,44.4,23.3,6614236.0,6103970,0.9229,5096.0,30637.0,0.1663,,5741052,運輸業,tag,2026-03-31,S100YHOL
