rank_adj,rank_raw,rank_delta,sec_code,name,tse33,listed,avg_age,avg_tenure,avg_salary,salary35,factor,employees_nonconsolidated,employees_consolidated,emp_ratio,badge,salary35_fit,industry,source,period_end,doc_id
1007,902,-105,5331,ノリタケ株式会社,ガラス・土石製品,上場,44.8,21.3,6971000.0,6103929,0.8756,1722.0,4901.0,0.3514,,6068466,製造業,tag,2026-03-31,S100Y4PM
1008,940,-68,6151,日東工器株式会社,機械,上場,43.7,16.3,6890000.0,6100651,0.8854,471.0,1032.0,0.4564,,5958417,製造業,tag,2026-03-31,S100YFFT
1009,1282,273,2488,ＪＴＰ株式会社,サービス業,上場,36.3,10.9,6183090.0,6099284,0.9864,459.0,,,,5974902,サービス業,tag,2026-03-31,S100YD1Z
1010,1041,31,6445,株式会社ジャノメ,機械,上場,41.0,14.3,6694033.0,6097327,0.9109,409.0,2424.0,0.1687,,5855100,製造業,tag,2026-03-31,S100YCOS
1011,780,-231,9832,株式会社オートバックスセブン,卸売業,上場,45.8,16.3,7237000.0,6095250,0.8422,820.0,5617.0,0.146,,6354921,卸売業・小売業,tag,2026-03-31,S100YF3G
1012,530,-482,3842,株式会社ネクストジェン,情報・通信業,上場,47.8,9.1,7867000.0,6090793,0.7742,148.0,148.0,1.0,,7006184,情報通信業,tag,2026-03-31,S100YD0G
1013,1019,6,6932,株式会社遠藤照明,電気機器,上場,41.6,12.8,6729000.0,6089398,0.9049,508.0,1648.0,0.3083,,5848308,製造業,tag,2026-03-31,S100YH7Z
1014,948,-66,4040,南海化学株式会社,化学,上場,43.7,8.2,6876000.0,6088255,0.8854,263.0,319.0,0.8245,,5946310,製造業,tag,2026-03-31,S100YI8M
1015,1027,12,7245,大同メタル工業株式会社,輸送用機器,上場,41.4,16.9,6712000.0,6087183,0.9069,1374.0,7267.0,0.1891,,5844543,製造業,tag,2026-03-31,S100YFV2
1016,977,-39,6652,ＩＤＥＣ株式会社,電気機器,上場,42.9,14.2,6816000.0,6084749,0.8927,530.0,3006.0,0.1763,,5887245,製造業,tag,2026-03-31,S100YEDS
1017,986,-31,8337,株式会社千葉興業銀行,銀行業,上場,40.0,15.0,6808000.0,6082995,0.8935,1225.0,1307.0,0.9373,,6044939,金融業・保険業,tag,2026-03-31,S100YDK0
1018,1022,4,6307,サンセイ株式会社,機械,上場,41.5,13.9,6714369.0,6082738,0.9059,190.0,228.0,0.8333,,5840919,製造業,tag,2026-03-31,S100YJ78
1019,937,-82,5262,日本ヒューム株式会社,ガラス・土石製品,上場,44.07,16.08,6895031.0,6082166,0.8821,458.0,701.0,0.6534,,5972825,製造業,tag,2026-03-31,S100YL8F
1020,1073,53,7463,株式会社アドヴァン,卸売業,上場,40.24,13.54,6635323.0,6081975,0.9166,114.0,217.0,0.5253,,5867723,卸売業・小売業,tag,2026-03-31,S100YM3U
1021,1125,104,4462,石原ケミカル株式会社,化学,上場,38.89,12.44,6522000.0,6080311,0.9323,243.0,292.0,0.8322,,5918965,製造業,tag,2026-03-31,S100YHRO
1022,822,-200,6946,日本アビオニクス株式会社,電気機器,上場,47.4,16.3,7124000.0,6078065,0.8532,667.0,763.0,0.8742,,6332467,製造業,tag,2026-03-31,S100YDXW
1023,1186,163,,日本貨物鉄道株式会社,陸運業,非上場,38.8,17.7,6384009.0,6077517,0.952,5147.0,7586.0,0.6785,,5805086,運輸業,textblock,2026-03-31,S100YLOZ
1024,1086,62,8393,株式会社宮崎銀行,銀行業,上場,38.5,15.3,6610000.0,6077387,0.9194,1248.0,1392.0,0.8966,,6050911,金融業・保険業,tag,2026-03-31,S100YGVF
1025,929,-96,6345,株式会社アイチコーポレーション,機械,上場,44.4,19.9,6912000.0,6076770,0.8792,940.0,1012.0,0.9289,,5999507,製造業,tag,2026-03-31,S100YBY2
1026,1139,113,9306,東陽倉庫株式会社,倉庫・運輸関連,上場,40.64,16.19,6485000.0,6071791,0.9363,285.0,721.0,0.3953,,5699632,運輸業,tag,2026-03-31,S100Y9SP
1027,916,-111,5210,日本山村硝子株式会社,ガラス・土石製品,上場,44.8,21.2,6931805.0,6069609,0.8756,773.0,1884.0,0.4103,,6034346,製造業,tag,2026-03-31,S100YHIJ
1028,1146,118,9312,ケイヒン株式会社,倉庫・運輸関連,上場,40.4,15.3,6468000.0,6068936,0.9383,302.0,917.0,0.3293,,5705152,運輸業,tag,2026-03-31,S100YHI4
1029,1004,-25,250A,シマダヤ株式会社,食料品,上場,42.5,17.9,6769000.0,6067735,0.8964,298.0,832.0,0.3582,,5851276,製造業,tag,2026-03-31,S100YCRS
1030,925,-105,8344,株式会社山形銀行,銀行業,上場,41.0,17.8,6917000.0,6066390,0.877,1059.0,1178.0,0.899,,6050123,金融業・保険業,tag,2026-03-31,S100YE2M
1031,907,-124,5949,ユニプレス株式会社,輸送用機器,上場,45.1,21.2,6949000.0,6066320,0.873,1759.0,6916.0,0.2543,,6064264,製造業,tag,2026-03-31,S100YCON
1032,896,-136,8346,株式会社東邦銀行,銀行業,上場,41.5,17.9,6979000.0,6064833,0.869,1856.0,2037.0,0.9111,,6071125,金融業・保険業,tag,2026-03-31,S100Y9W6
1033,974,-59,5981,東京製綱株式会社,金属製品,上場,43.4,15.5,6824297.0,6061010,0.8882,537.0,1430.0,0.3755,,5896461,製造業,tag,2026-03-31,S100YJJW
1034,1131,97,2814,佐藤食品工業株式会社,食料品,上場,39.0,16.3,6507000.0,6058900,0.9311,168.0,,,,5891434,製造業,tag,2026-03-31,S100YGVL
1035,843,-192,3848,株式会社データ・アプリケーション,情報・通信業,上場,42.1,11.1,7081000.0,6056190,0.8553,135.0,253.0,0.5336,,6131902,情報通信業,tag,2026-03-31,S100YBU2
1036,989,-47,5186,ニッタ株式会社,ゴム製品,上場,43.2,17.8,6803000.0,6054477,0.89,1104.0,2993.0,0.3689,,5876232,製造業,tag,2026-03-31,S100YGN5
1037,1018,-19,9735,セコム株式会社,サービス業,上場,44.5,18.0,6729386.0,6050609,0.8991,15991.0,65094.0,0.2457,,5845006,サービス業,tag,2026-03-31,S100YICV
1038,1141,103,2915,ケンコーマヨネーズ株式会社,食料品,上場,38.8,13.8,6479000.0,6046287,0.9332,604.0,964.0,0.6266,,5891463,製造業,tag,2026-03-31,S100YDV4
1039,935,-104,5351,品川リフラ株式会社,ガラス・土石製品,上場,44.7,17.3,6897613.0,6045765,0.8765,1301.0,9089.0,0.1431,,5999920,製造業,tag,2026-03-31,S100YFV6
1040,1102,62,3682,エンカレッジ・テクノロジ株式会社,情報・通信業,上場,38.0,6.3,6575000.0,6039946,0.9186,124.0,,,,6089257,情報通信業,tag,2026-03-31,S100YD54
1041,964,-77,7970,信越ポリマー株式会社,化学,上場,44.1,19.4,6844000.0,6035313,0.8818,1034.0,4123.0,0.2508,,5929590,製造業,tag,2026-03-31,S100YE3Y
1042,1221,179,4436,株式会社ミンカブ・ジ・インフォノイド,情報・通信業,上場,36.2,7.3,6283963.0,6033970,0.9602,236.0,236.0,1.0,,6088145,情報通信業,tag,2026-03-31,S100YJON
1043,1269,226,4687,ＴＤＣソフト株式会社,情報・通信業,上場,35.8,10.5,6200000.0,6033355,0.9731,2203.0,2473.0,0.8908,,6069860,情報通信業,tag,2026-03-31,S100YH3J
1044,969,-75,6743,大同信号株式会社,電気機器,上場,44.0,18.9,6833000.0,6031736,0.8827,530.0,917.0,0.578,,5916920,製造業,tag,2026-03-31,S100YEMV
1045,1026,-19,2469,ヒビノ株式会社,サービス業,上場,44.7,14.5,6712000.0,6028441,0.8982,653.0,1829.0,0.357,,5838464,サービス業,tag,2026-03-31,S100YG1N
1046,921,-125,7254,株式会社ユニバンス,輸送用機器,上場,45.4,21.4,6921000.0,6023715,0.8704,817.0,1512.0,0.5403,,6055663,製造業,tag,2026-03-31,S100YFXP
1047,698,-349,4761,株式会社さくらケーシーエス,情報・通信業,上場,44.8,20.9,7447000.0,6022377,0.8087,961.0,1056.0,0.91,,6482838,情報通信業,tag,2026-03-31,S100YEEF
1048,1191,143,6055,ジャパンマテリアル株式会社,サービス業,上場,39.5,7.2,6374052.0,6018225,0.9442,455.0,1646.0,0.2764,,5712360,サービス業,tag,2026-03-31,S100YHDN
1049,1032,-17,6890,株式会社フェローテック,電気機器,上場,42.4,10.4,6705000.0,6016575,0.8973,519.0,16858.0,0.0308,本社のみ,5797994,製造業,tag,2026-03-31,S100YJVG
1050,919,-131,3800,株式会社ユニリタ,情報・通信業,上場,41.2,13.1,6924000.0,6015139,0.8687,343.0,698.0,0.4914,,6041973,情報通信業,tag,2026-03-31,S100YDKQ
1051,1200,149,9322,川西倉庫株式会社,倉庫・運輸関連,上場,39.5,15.4,6355624.0,6012122,0.946,398.0,743.0,0.5357,,5695845,運輸業,tag,2026-03-31,S100YF5T
1052,927,-125,6996,ニチコン株式会社,電気機器,上場,45.5,8.9,6913636.0,6011283,0.8695,623.0,4982.0,0.1251,,6054621,製造業,tag,2026-03-31,S100YLMG
1053,1061,8,3388,明治電機工業株式会社,卸売業,上場,41.2,16.8,6655993.0,6009692,0.9029,550.0,709.0,0.7757,,5808107,卸売業・小売業,tag,2026-03-31,S100YKYA
1054,938,-116,4667,アイサンテクノロジー株式会社,情報・通信業,上場,41.0,12.5,6894000.0,6009473,0.8717,162.0,197.0,0.8223,,6030006,情報通信業,tag,2026-03-31,S100YBI7
1055,994,-61,,千寿製薬株式会社,医薬品,非上場,43.82,15.13,6794000.0,6008300,0.8844,1033.0,1080.0,0.9565,,5878196,製造業,textblock,2026-03-31,S100YKML
1056,1126,70,9031,西日本鉄道株式会社,陸運業,上場,46.3,18.0,6519510.0,6005514,0.9212,5009.0,19505.0,0.2568,,5750047,運輸業,tag,2026-03-31,S100YAAB
1057,971,-86,5363,東京窯業株式会社,ガラス・土石製品,上場,44.4,17.0,6830000.0,6004679,0.8792,400.0,927.0,0.4315,,5928332,製造業,tag,2026-03-31,S100YI3M
1058,1405,347,9989,株式会社サンドラッグ,小売業,上場,34.0,8.0,5895373.0,6000645,1.0179,4622.0,7457.0,0.6198,,6058473,卸売業・小売業,tag,2026-03-31,S100YL7Q
1059,982,-77,5355,日本坩堝株式会社,ガラス・土石製品,上場,44.2,15.2,6811155.0,6000257,0.8809,183.0,259.0,0.7066,,5904514,製造業,tag,2026-03-31,S100YINX
1060,1005,-55,8584,株式会社ジャックス,その他金融業,上場,40.4,15.5,6765000.0,5999478,0.8868,2676.0,5532.0,0.4837,,5967124,金融業・保険業,tag,2026-03-31,S100YEIM
1061,827,-234,6863,株式会社ニレコ,電気機器,上場,48.6,18.8,7115000.0,5998152,0.843,294.0,533.0,0.5516,,6350900,製造業,tag,2026-03-31,S100YFWS
1062,1083,21,6976,太陽誘電株式会社,電気機器,上場,41.5,16.4,6616000.0,5993622,0.9059,2803.0,20604.0,0.136,,5755346,製造業,tag,2026-03-31,S100YHU5
1063,1109,46,8541,株式会社　愛媛銀行,銀行業,上場,38.8,15.8,6556000.0,5992973,0.9141,1277.0,1350.0,0.9459,,5961480,金融業・保険業,tag,2026-03-31,S100YENS
1064,910,-154,9888,株式会社ＵＥＸ,卸売業,上場,44.2,16.8,6947960.0,5991999,0.8624,296.0,518.0,0.5714,,6023109,卸売業・小売業,tag,2026-03-31,S100YDU2
1065,1408,343,300A,ＭＩＣ株式会社,サービス業,上場,33.2,6.8,5877000.0,5990978,1.0194,361.0,,,,6179788,サービス業,tag,2026-03-31,S100YFMQ
1066,1171,105,7906,ヨネックス株式会社,その他製品,上場,38.7,13.3,6412452.0,5990866,0.9343,1467.0,2980.0,0.4923,,5843804,製造業,tag,2026-03-31,S100YCTQ
1067,1087,20,6923,スタンレー電気株式会社,電気機器,上場,41.4,15.5,6605000.0,5990144,0.9069,4021.0,18230.0,0.2206,,5751372,製造業,tag,2026-03-31,S100YERJ
1068,1156,88,3352,株式会社バッファロー,小売業,上場,39.5,12.0,6453000.0,5984888,0.9275,261.0,336.0,0.7768,,5783112,卸売業・小売業,tag,2026-03-31,S100YDDM
1069,1228,159,4662,株式会社フォーカスシステムズ,情報・通信業,上場,36.39,10.75,6272000.0,5984785,0.9542,1434.0,,,,6046730,情報通信業,tag,2026-03-31,S100YFP2
1070,995,-75,4531,有機合成薬品工業株式会社,医薬品,上場,44.2,17.3,6793000.0,5984264,0.8809,296.0,,,,5888775,製造業,tag,2026-03-31,S100YHPD
1071,1014,-57,4624,イサム塗料株式会社,化学,上場,43.4,17.2,6737000.0,5983477,0.8882,206.0,213.0,0.9671,,5821032,製造業,tag,2026-03-31,S100YJCY
1072,1129,57,5122,オカモト株式会社,ゴム製品,上場,40.2,16.1,6510000.0,5981801,0.9189,1134.0,2593.0,0.4373,,5760690,製造業,tag,2026-03-31,S100YHXH
1073,1074,1,7417,株式会社南陽,卸売業,上場,41.3,12.5,6635000.0,5981421,0.9015,158.0,521.0,0.3033,,5783466,卸売業・小売業,tag,2026-03-31,S100YCGG
1074,1071,-3,6018,阪神内燃機工業株式会社,輸送用機器,上場,42.0,19.0,6637704.0,5980902,0.901,302.0,,,,5751487,製造業,tag,2026-03-31,S100YJVP
1075,1070,-5,9445,株式会社フォーバルテレコム,情報・通信業,上場,39.1,7.0,6637912.0,5979704,0.9008,102.0,197.0,0.5178,,5997278,情報通信業,tag,2026-03-31,S100YJ9I
1076,1132,56,5621,株式会社ヒューマンテクノロジーズ,情報・通信業,上場,38.0,4.4,6506000.0,5976561,0.9186,323.0,336.0,0.9613,,6025355,情報通信業,tag,2026-03-31,S100YL5B
1077,1066,-11,3837,アドソル日進株式会社,情報・通信業,上場,39.2,12.4,6645344.0,5975883,0.8993,640.0,645.0,0.9922,,5991517,情報通信業,tag,2026-03-31,S100YFRS
1078,762,-316,9882,株式会社イエローハット,卸売業,上場,48.4,21.0,7285000.0,5975653,0.8203,137.0,4176.0,0.0328,本社のみ,6499996,卸売業・小売業,tag,2026-03-31,S100YC2P
1079,1152,73,3553,共和レザー株式会社,化学,上場,39.7,15.7,6465000.0,5973255,0.9239,708.0,1393.0,0.5083,,5771700,製造業,tag,2026-03-31,S100YDOG
1080,1040,-40,7276,株式会社小糸製作所,電気機器,上場,43.0,20.0,6695431.0,5970979,0.8918,4247.0,21507.0,0.1975,,5782836,製造業,tag,2026-03-31,S100YHHQ
1081,1108,27,2003,日東富士製粉株式会社,食料品,上場,41.1,16.0,6561419.0,5970035,0.9099,406.0,799.0,0.5081,,5732174,製造業,tag,2026-03-31,S100YK99
1082,1015,-67,6617,株式会社東光高岳,電気機器,上場,43.7,19.1,6737000.0,5965180,0.8854,1887.0,2614.0,0.7219,,5826104,製造業,tag,2026-03-31,S100YL24
1083,877,-206,,東工コーセン株式会社,卸売業,非上場,45.1,14.9,7009000.0,5964270,0.8509,154.0,1117.0,0.1379,,6116625,卸売業・小売業,textblock,2026-03-31,S100YD0U
1084,1104,20,4628,エスケー化研株式会社,化学,上場,41.3,14.5,6569000.0,5963960,0.9079,1719.0,2404.0,0.7151,,5725937,製造業,tag,2026-03-31,S100YJ5K
1085,1142,57,4783,ＮＣＤ株式会社,情報・通信業,上場,37.9,10.6,6477000.0,5960617,0.9203,836.0,1529.0,0.5468,,6012834,情報通信業,tag,2026-03-31,S100YEMH
1086,1006,-80,8550,株式会社　栃木銀行,銀行業,上場,40.8,18.1,6762000.0,5952409,0.8803,1283.0,1501.0,0.8548,,5929866,金融業・保険業,tag,2026-03-31,S100YE6L
1087,1052,-35,7991,マミヤ・オーピー株式会社,機械,上場,42.9,14.1,6665060.0,5950002,0.8927,134.0,1504.0,0.0891,本社のみ,5756872,製造業,tag,2026-03-31,S100YJ8W
1088,847,-241,,株式会社日産フィナンシャルサービス,その他金融業,非上場,46.5,13.5,7073000.0,5948089,0.841,678.0,,,,6248536,金融業・保険業,textblock,2026-03-31,S100YNAF
1089,1110,21,9536,西部ガスホールディングス株式会社,電気・ガス業,上場,41.5,13.8,6555364.0,5942593,0.9065,160.0,3725.0,0.043,本社のみ,5702598,電気・ガス業,tag,2026-03-31,S100YE54
1090,1241,151,2928,ＲＩＺＡＰグループ株式会社,小売業,上場,38.0,6.5,6252000.0,5941055,0.9503,157.0,4204.0,0.0373,本社のみ,5790119,卸売業・小売業,tag,2026-03-31,S100YF9Y
1091,1173,82,6994,株式会社指月電機製作所,電気機器,上場,39.4,12.2,6407907.0,5940185,0.927,275.0,1166.0,0.2358,,5754049,製造業,tag,2026-03-31,S100YKEP
1092,1072,-20,1826,佐田建設株式会社,建設業,上場,45.1,21.5,6636000.0,5935891,0.8945,385.0,463.0,0.8315,,5791115,建設業,tag,2026-03-31,S100YILD
1093,997,-96,8343,株式会社秋田銀行,銀行業,上場,41.2,18.3,6787000.0,5930499,0.8738,1126.0,1175.0,0.9583,,5922425,金融業・保険業,tag,2026-03-31,S100YATN
1094,1033,-61,2108,日本甜菜製糖株式会社,食料品,上場,43.8,18.9,6704520.0,5930376,0.8845,635.0,771.0,0.8236,,5800289,製造業,tag,2026-03-31,S100YEPB
1095,1169,74,6855,日本電子材料株式会社,電気機器,上場,39.7,12.6,6417000.0,5928906,0.9239,842.0,1234.0,0.6823,,5728847,製造業,tag,2026-03-31,S100YHWG
1096,1215,119,9307,株式会社杉村倉庫,倉庫・運輸関連,上場,40.0,12.0,6296000.0,5928861,0.9417,101.0,377.0,0.2679,,5590325,運輸業,tag,2026-03-31,S100YEZX
1097,1196,99,,株式会社西京銀行,銀行業,非上場,37.9,14.0,6372000.0,5927333,0.9302,600.0,605.0,0.9917,,5915359,金融業・保険業,textblock,2026-03-31,S100YCB1
1098,1088,-10,5936,東洋シヤッター株式会社,金属製品,上場,42.4,16.2,6604000.0,5925945,0.8973,524.0,543.0,0.965,,5710656,製造業,tag,2026-03-31,S100YKHR
1099,1096,-3,7480,スズデン株式会社,卸売業,上場,41.4,16.7,6582000.0,5924428,0.9001,307.0,336.0,0.9137,,5731344,卸売業・小売業,tag,2026-03-31,S100YG54
1100,1154,54,8228,株式会社マルイチ産商,卸売業,上場,40.2,15.6,6458657.0,5923789,0.9172,514.0,1227.0,0.4189,,5715257,卸売業・小売業,tag,2026-03-31,S100YFT2
1101,1163,62,6998,日本タングステン株式会社,電気機器,上場,40.0,16.4,6432167.0,5923294,0.9209,413.0,493.0,0.8377,,5711230,製造業,tag,2026-03-31,S100YIQP
1102,1334,232,4169,ＥＮＥＣＨＡＮＧＥ株式会社,サービス業,上場,37.0,2.7,6046771.0,5921595,0.9793,191.0,191.0,1.0,,5739431,サービス業,tag,2026-03-31,S100YGHR
1103,1254,151,,株式会社　ニュー・オータニ,サービス業,非上場,39.08,15.95,6233683.0,5921371,0.9499,1480.0,2174.0,0.6808,,5634428,サービス業,textblock,2026-03-31,S100YMI8
1104,1210,106,7780,株式会社メニコン,精密機器,上場,38.37,12.0,6314000.0,5920706,0.9377,1946.0,4493.0,0.4331,,5797134,製造業,tag,2026-03-31,S100YIHS
1105,1116,11,9761,東海リース株式会社,サービス業,上場,43.3,14.8,6540859.0,5919605,0.905,431.0,590.0,0.7305,,5650523,サービス業,tag,2026-03-31,S100YJ2Z
1106,1662,556,2317,株式会社システナ,情報・通信業,上場,31.2,6.3,5194782.0,5919305,1.1395,3856.0,5301.0,0.7274,,5850687,情報通信業,tag,2026-03-31,S100YFPF
1107,1176,69,9142,九州旅客鉄道株式会社,陸運業,上場,42.5,13.4,6399403.0,5916585,0.9246,6483.0,15365.0,0.4219,,5531788,運輸業,tag,2026-03-31,S100Y6HR
1108,1112,4,4078,堺化学工業株式会社,化学,上場,41.7,16.5,6544836.0,5916340,0.904,769.0,1942.0,0.396,,5683407,製造業,tag,2026-03-31,S100YICQ
1109,1201,92,2440,株式会社ぐるなび,サービス業,上場,40.5,10.0,6355000.0,5915374,0.9308,745.0,777.0,0.9588,,5596893,サービス業,tag,2026-03-31,S100YJQU
1110,1189,79,3773,株式会社アドバンスト・メディア,情報・通信業,上場,37.5,7.49,6379000.0,5912948,0.9269,253.0,286.0,0.8846,,5979708,情報通信業,tag,2026-03-31,S100YGKZ
1111,1105,-6,6797,名古屋電機工業株式会社,電気機器,上場,42.1,16.7,6568569.0,5912475,0.9001,385.0,409.0,0.9413,,5688154,製造業,tag,2026-03-31,S100YEDT
1112,1084,-28,7256,河西工業株式会社,輸送用機器,上場,42.8,13.6,6616000.0,5912282,0.8936,648.0,7358.0,0.0881,本社のみ,5715104,製造業,tag,2026-03-31,S100YNJP
1113,1493,380,3963,株式会社シンクロ・フード,情報・通信業,上場,33.7,5.16,5642000.0,5907133,1.047,202.0,258.0,0.7829,,5847280,情報通信業,tag,2026-03-31,S100YGE7
1114,1535,421,3679,株式会社じげん,情報・通信業,上場,33.2,4.0,5540000.0,5907106,1.0663,226.0,1350.0,0.1674,,5825426,情報通信業,tag,2026-03-31,S100YERG
1115,1079,-36,6584,三櫻工業株式会社,輸送用機器,上場,43.0,16.0,6622792.0,5906199,0.8918,1179.0,7697.0,0.1532,,5720098,製造業,tag,2026-03-31,S100YL53
1116,1328,212,1491,中外鉱業株式会社,非鉄金属,上場,36.0,8.0,6053518.0,5905724,0.9756,150.0,163.0,0.9202,,5895505,製造業,tag,2026-03-31,S100YKQY
1117,951,-166,6513,株式会社オリジン,電気機器,上場,46.6,18.9,6866000.0,5904847,0.86,575.0,1066.0,0.5394,,6070492,製造業,tag,2026-03-31,S100YJF6
1118,1119,1,5603,虹技株式会社,鉄鋼,上場,41.7,18.0,6532000.0,5904736,0.904,479.0,766.0,0.6253,,5672260,製造業,tag,2026-03-31,S100YJMF
1119,1118,-1,4345,株式会社シーティーエス,サービス業,上場,43.8,11.2,6535342.0,5898520,0.9026,257.0,286.0,0.8986,,5653928,サービス業,tag,2026-03-31,S100YDWN
1120,1438,318,6069,トレンダーズ株式会社,サービス業,上場,33.3,5.5,5786000.0,5891865,1.0183,204.0,277.0,0.7365,,6066179,サービス業,tag,2026-03-31,S100YNGH
1121,936,-185,7722,国際計測器株式会社,精密機器,上場,47.3,17.8,6896000.0,5889450,0.854,154.0,296.0,0.5203,,6126369,製造業,tag,2026-03-31,S100YJ8C
1122,1117,-5,6485,前澤給装工業株式会社,機械,上場,42.1,17.3,6538481.0,5885392,0.9001,426.0,,,,5662099,製造業,tag,2026-03-31,S100YIVJ
1123,1090,-33,6850,株式会社チノー,電気機器,上場,43.01,18.32,6599855.0,5885140,0.8917,693.0,1125.0,0.616,,5700279,製造業,tag,2026-03-31,S100YJHF
